"rep","scenario","year","meanG_S1","varG_S1","genicVarA_S1","accuracy_S2","accuracy_cand","nCandidates","nParentsUsed","nCrossesUsed","nKept","Ft0","Ft1","dF1","propParents_S2","propCrosses_S2","propProgeny_S2","time"
20,"COMA_onlyS2",1,-0.00273272401035013,0.963276278441077,1.02733038318979,0.444873457173972,NA,NA,40,100,30,0,0.00875,0.875,NA,NA,NA,NA
20,"COMA_onlyS2",2,0.506622885411616,1.32549008713393,1.02836533939128,0.406460924608531,NA,NA,40,100,30,0,0.0225,2.25,NA,NA,NA,NA
20,"COMA_onlyS2",3,1.08443808462997,1.38359405796092,1.00569482035631,0.397158393004198,NA,NA,40,100,30,0,0.01625,1.625,NA,NA,NA,NA
20,"COMA_onlyS2",4,1.84918120129459,0.918667797219549,0.979107262393413,0.476270233867762,NA,NA,40,100,30,0,0.04375,4.375,NA,NA,NA,NA
20,"COMA_onlyS2",5,2.27955172994653,0.493903297253049,0.956057601130647,0.4344979719689,NA,NA,40,100,30,0,0.03,3,NA,NA,NA,NA
20,"COMA_onlyS2",6,2.24023455568416,0.52445424256235,0.949945649363983,0.348821061484722,NA,NA,40,100,30,0.01875,0.043125,2.48407643312101,NA,NA,NA,NA
20,"COMA_onlyS2",7,2.52713568904748,0.547120655190139,0.932507888888741,0.320841729177119,NA,NA,40,100,30,0.0249999999999999,0.0490625,2.46794871794873,NA,NA,NA,NA
20,"COMA_onlyS2",8,2.87976374680762,0.637731542267596,0.913850350335291,0.350688864827977,NA,NA,40,100,30,0.03125,0.0640625,3.38709677419355,NA,NA,NA,NA
20,"COMA_onlyS2",9,3.2883770500798,0.62501641641249,0.895945307275894,0.347763902825057,NA,NA,40,100,30,0.05,0.075625,2.69736842105263,NA,NA,NA,NA
20,"COMA_onlyS2",10,3.71093323170485,0.496467236470635,0.87838099725489,0.360056549906964,NA,NA,40,100,30,0.04375,0.0621875,1.9281045751634,NA,NA,NA,NA
20,"COMA_onlyS2",11,3.88900074041826,0.499915312574487,0.887681449040877,0.307602629838071,NA,NA,40,100,30,0.0484374999999999,0.05875,1.08374384236454,NA,NA,NA,NA
20,"COMA_onlyS2",12,3.86200210719324,0.487603545879052,0.906273299377028,0.290112325457453,NA,NA,40,100,30,0.065625,0.04734375,-1.95652173913044,NA,NA,NA,NA
20,"COMA_onlyS2",13,4.15824431014861,0.599976958210462,0.893934303802015,0.353732181149553,NA,NA,40,100,30,0.06171875,0.063828125,0.224812656119898,NA,NA,NA,NA
20,"COMA_onlyS2",14,4.42280333195416,0.710430446694709,0.872212414155891,0.284277303654554,NA,NA,40,100,30,0.06953125,0.07484375,0.57094878253568,NA,NA,NA,NA
20,"COMA_onlyS2",15,4.81334008729641,0.666897343974936,0.857528448110752,0.328921839000728,NA,NA,40,100,30,0.0835937499999999,0.0898437499999999,0.68201193520887,NA,NA,NA,NA
20,"COMA_onlyS2",16,5.29818036443873,0.55394657065191,0.844220747190251,0.393628921350457,NA,NA,40,100,30,0.0738281249999997,0.0860156249999999,1.31590046393929,NA,NA,NA,NA
20,"COMA_onlyS2",17,5.4521604133362,0.556755416737515,0.848099188695625,0.359695497131841,NA,NA,40,100,30,0.0710937499999997,0.08033203125,0.994533221194305,NA,NA,NA,NA
20,"COMA_onlyS2",18,5.66270792126857,0.559777010658572,0.859753372814866,0.327801302873667,NA,NA,40,100,30,0.0718749999999999,0.07875,0.74074074074075,NA,NA,NA,NA
20,"COMA_onlyS2",19,5.99025320774481,0.672320985239294,0.834177207859002,0.3406459888477,NA,NA,40,100,30,0.0634765625,0.08501953125,2.30031282586027,NA,NA,NA,NA
20,"COMA_onlyS2",20,6.21897188166081,0.612536505236157,0.839422249645214,0.361666232207552,NA,NA,40,100,30,0.0804687499999999,0.10125,2.25998300764657,NA,NA,NA,NA
20,"COMA_onlyS2",21,6.51867978252335,0.556055043742765,0.809256417726209,0.643165938292076,0.643165938292076,1000,50,88,0,0.0832421875,0.0866552734375,0.372299629298222,1,1,1,4.44248796701431
20,"COMA_onlyS2",22,7.09866088255524,0.706383987875688,0.789995731197714,0.59622878716949,0.59622878716949,1000,35,73,0,0.104854910714286,0.1090625,0.470045508384775,1,1,1,4.77656602064768
20,"COMA_onlyS2",23,7.40700459921929,0.650046891164461,0.773512028490493,0.657946070778442,0.657946070778442,1000,37,78,0,0.0996621621621623,0.1008544921875,0.132431402439012,1,1,1,5.21916303634644
20,"COMA_onlyS2",24,7.69688545341617,0.590334259433048,0.760848034691902,0.587975233766157,0.587975233766157,1000,70,95,0,0.0908551897321428,0.093944091796875,0.339759082364681,1,1,1,5.84537050326665
20,"COMA_onlyS2",25,7.95362919762715,0.638728953991832,0.772856606171103,0.695116182736602,0.695116182736602,1000,33,67,0,0.124097419507576,0.1163623046875,-0.883102184232316,1,1,1,5.78129392464956
20,"COMA_onlyS2",26,8.69248485803729,0.604280790487494,0.700202435549407,0.473983042002818,0.473983042002818,1000,72,96,0,0.0974731445312498,0.110264892578125,1.41732602962062,1,1,1,5.61409409443537
20,"COMA_onlyS2",27,8.60663124193101,0.602070607560576,0.745800257403129,0.634165873637124,0.634165873637124,1000,67,99,0,0.0893172079057842,0.0969268798828128,0.835600721029245,1,1,1,5.99693638881048
20,"COMA_onlyS2",28,9.08245320162472,0.55116627444319,0.738551351595039,0.660316419511981,0.660316419511981,1000,62,92,0,0.115419449344757,0.136034240722656,2.33045948869535,1,1,1,5.43611220916112
20,"COMA_onlyS2",29,9.58966001736598,0.478510413786751,0.649944703220277,0.55691840052957,0.55691840052957,1000,70,95,0,0.1107177734375,0.117266845703125,0.736444749485257,1,1,1,5.07682369550069
20,"COMA_onlyS2",30,9.49837373349131,0.61529974394197,0.71389908064684,0.485955762254191,0.485955762254191,1000,79,99,0,0.092956156670293,0.104800872802735,1.30585927235449,1,1,1,5.37014583349228
20,"COMA_onlyS2",31,9.88677950499724,0.510589535935102,0.712362807266001,0.528369472040047,0.528369472040047,1000,57,90,0,0.134173476905153,0.143347396850586,1.05955635461949,1,1,1,5.17881755034129
20,"COMA_onlyS2",32,10.6586399886887,0.479645203931522,0.613081831360952,0.572235904729458,0.572235904729458,1000,75,96,0,0.117823486328125,0.127359848022461,1.08100380666935,1,1,1,5.63331565856934
20,"COMA_onlyS2",33,10.3066466954537,0.652280144200348,0.6876130585102,0.422912595057644,0.422912595057644,1000,77,97,0,0.105473902318385,0.113968601226807,0.949631199183307,1,1,1,5.21769922971725
20,"COMA_onlyS2",34,10.7014320951548,0.483295960648454,0.67575917252585,0.534783258131739,0.534783258131739,1000,44,83,0,0.142980228770862,0.158861236572265,1.85305034195728,1,1,1,4.96087932984034
20,"COMA_onlyS2",35,11.3710552531297,0.382739483770323,0.570034639827312,0.538044705600798,0.538044705600798,1000,67,89,0,0.119984754875525,0.134412288665772,1.63946407408042,1,1,1,5.61728571256002
20,"COMA_onlyS2",36,11.1596422832546,0.54465995525167,0.648806605761172,0.383048163014385,0.383048163014385,1000,62,98,0,0.114212559115502,0.124347167015076,1.14413542479828,1,1,1,5.24817918936411
20,"COMA_onlyS2",37,11.6590107457906,0.490547911271694,0.621640145587209,0.417287067217725,0.417287067217725,1000,50,90,0,0.150483818054199,0.163031420707702,1.47702926914984,1,1,1,4.94225864807765
20,"COMA_onlyS2",38,12.0272416736681,0.417915445252909,0.54110923154212,0.431903065757918,0.431903065757918,1000,74,97,0,0.138845856125291,0.14606641292572,0.838474372072495,1,1,1,5.69054248730342
20,"COMA_onlyS2",39,11.832427048925,0.467591032650332,0.619975649963718,0.537631796009489,0.537631796009489,1000,52,89,0,0.1200972703787,0.141809668540955,2.46759072694315,1,1,1,5.40800657272339
20,"COMA_onlyS2",40,12.6209211279138,0.459432302342365,0.586508826750923,0.484590542793376,0.484590542793376,1000,55,93,0,0.169156351956454,0.174130520820618,0.598688920096637,1,1,1,4.59986808300018
20,"COMA_onlyS2",41,12.6934650766588,0.348840848765736,0.506449292409272,0.495300531137273,0.495300531137273,1000,57,88,0,0.14197073484722,0.153625349998474,1.35830042454079,1,1,1,5.10882714589437
