"rep","scenario","year","meanG_S1","varG_S1","genicVarA_S1","accuracy_S2","accuracy_cand","nCandidates","nParentsUsed","nCrossesUsed","nKept","Ft0","Ft1","dF1","propParents_S2","propCrosses_S2","propProgeny_S2","time"
11,"COMA_S2S3S4",1,-0.127820269963315,1.02562301345054,1.02309443964653,0.474863519331381,NA,NA,40,100,30,0,0.00875,0.875,NA,NA,NA,NA
11,"COMA_S2S3S4",2,0.660933077374976,1.41491813608894,1.00169425993457,0.382630054186912,NA,NA,40,100,30,0,0.01375,1.375,NA,NA,NA,NA
11,"COMA_S2S3S4",3,1.35316468809923,1.53057923198968,0.997740267423659,0.369985145428743,NA,NA,40,100,30,0,0.03375,3.375,NA,NA,NA,NA
11,"COMA_S2S3S4",4,1.84824672658097,1.43612136039162,0.972425129606219,0.474934129945222,NA,NA,40,100,30,0,0.05125,5.125,NA,NA,NA,NA
11,"COMA_S2S3S4",5,2.53056320772374,0.583114892285811,0.938204504066728,0.470397942713979,NA,NA,40,100,30,0,0.04875,4.875,NA,NA,NA,NA
11,"COMA_S2S3S4",6,2.42591069861179,0.663662993970569,0.939338697264531,0.424083476280301,NA,NA,40,100,30,0.03125,0.0490625,1.83870967741936,NA,NA,NA,NA
11,"COMA_S2S3S4",7,2.60972957158328,0.782705645912911,0.945381873512681,0.401544449511803,NA,NA,40,100,30,0.0375000000000001,0.059375,2.27272727272726,NA,NA,NA,NA
11,"COMA_S2S3S4",8,3.09724419757708,1.00231843841,0.935982642422123,0.387668479848342,NA,NA,40,100,30,0.0562499999999999,0.0596875,0.364238410596036,NA,NA,NA,NA
11,"COMA_S2S3S4",9,3.61935484552571,0.973352928449376,0.911245004487898,0.425243524734863,NA,NA,40,100,30,0.0718749999999999,0.0815625,1.04377104377105,NA,NA,NA,NA
11,"COMA_S2S3S4",10,4.11902962623585,0.577135862194341,0.882195483404216,0.403078111217347,NA,NA,40,100,30,0.0562499999999999,0.0859375,3.14569536423842,NA,NA,NA,NA
11,"COMA_S2S3S4",11,4.3070337083853,0.531725901105993,0.870628976223017,0.42813420990196,NA,NA,40,100,30,0.075,0.078515625,0.380067567567573,NA,NA,NA,NA
11,"COMA_S2S3S4",12,4.40708703938646,0.539290383442682,0.861458632322796,0.363196331385543,NA,NA,40,100,30,0.0843750000000001,0.07640625,-0.870307167235504,NA,NA,NA,NA
11,"COMA_S2S3S4",13,4.69960068303511,0.63381560357011,0.88612585279398,0.329399270566543,NA,NA,40,100,30,0.0882812499999999,0.083359375,-0.539845758354746,NA,NA,NA,NA
11,"COMA_S2S3S4",14,4.9961772188099,0.633434572254298,0.884496116948036,0.309475529033235,NA,NA,40,100,30,0.0874999999999999,0.087734375,0.0256849315068579,NA,NA,NA,NA
11,"COMA_S2S3S4",15,5.36556865941312,0.671026422007392,0.87861766833953,0.376266300329976,NA,NA,40,100,30,0.07890625,0.079609375,0.0763358778625998,NA,NA,NA,NA
11,"COMA_S2S3S4",16,5.73340398958314,0.523704771343727,0.869388232780953,0.374767075421941,NA,NA,40,100,30,0.0589843750000001,0.0812109375000001,2.36197592361976,NA,NA,NA,NA
11,"COMA_S2S3S4",17,5.86926532831909,0.501545474536915,0.85294354914392,0.331234194715061,NA,NA,40,100,30,0.0542968750000001,0.0857812500000001,3.32920280875671,NA,NA,NA,NA
11,"COMA_S2S3S4",18,6.14629742016489,0.554888973041104,0.874661606734904,0.34290084796239,NA,NA,40,100,30,0.0601562500000001,0.085,2.643391521197,NA,NA,NA,NA
11,"COMA_S2S3S4",19,6.35632945148531,0.552094107415964,0.871395426038141,0.303983025323735,NA,NA,40,100,30,0.0578125000000003,0.0915039062500001,3.57587064676615,NA,NA,NA,NA
11,"COMA_S2S3S4",20,6.75138320645378,0.651436762601595,0.865379053409229,0.321492875304213,NA,NA,40,100,30,0.0716796875000003,0.0986523437500001,2.90553334735954,NA,NA,NA,NA
11,"COMA_S2S3S4",21,6.98940065282776,0.61744858140509,0.854495759984037,0.608507131389892,0.6309283789117,1260,38,85,8,0.0730879934210527,0.0948046875000001,2.34290784074526,0.5,0.756410256410256,0.457629752827064,8.1180030186971
11,"COMA_S2S3S4",22,7.71558331594942,0.462546577974257,0.824244134506162,0.699746787387696,0.686287841483546,1237,41,74,12,0.0823647103658538,0.108720703125,2.87216425271245,0.581818181818182,0.830074173971679,0.503417999169731,8.36572202046712
11,"COMA_S2S3S4",23,8.07353893827153,0.583148739972931,0.768268279931948,0.620385154963146,0.644246600781295,1229,38,78,14,0.0834189967105265,0.1094091796875,2.8355576739752,0.325581395348837,0.552954292084727,0.249963788611248,7.92812747557958
11,"COMA_S2S3S4",24,8.26667262167611,0.55748002531324,0.775023028539762,0.452339334098698,0.467253624824931,1236,37,72,6,0.0890915329391895,0.116412353515625,2.99929373415427,0.75,0.941798941798942,0.792914205724806,8.15711837609609
11,"COMA_S2S3S4",25,8.65401765753868,0.479426908608755,0.733066109560242,0.612242749116135,0.581021372070024,1226,34,76,6,0.0972684972426474,0.11762939453125,2.25547654273848,0.666666666666667,0.894736842105263,0.591766308555049,7.23842216730118
11,"COMA_S2S3S4",26,9.22190675224839,0.525878325799885,0.714954397017563,0.565173202753854,0.576236299873326,1228,33,76,11,0.126938328598485,0.1264794921875,-0.0525548682315248,0.432432432432432,0.684684684684685,0.377815810616356,7.5918560107549
11,"COMA_S2S3S4",27,9.59079920507123,0.488386958835833,0.718172186965491,0.357911349125044,0.391726510773618,1230,32,66,8,0.145637512207032,0.144596862792969,-0.121804202423629,0.384615384615385,0.62753036437247,0.348579727289402,7.04728997548421
11,"COMA_S2S3S4",28,9.84337989307431,0.45622619923551,0.708442832934811,0.49656942882438,0.463236332997327,1235,30,71,12,0.133085123697917,0.129223937988281,-0.445393869131156,0.40625,0.655241935483871,0.303917988612728,6.76194671392441
11,"COMA_S2S3S4",29,10.2203793050297,0.454313959460109,0.677045480697878,0.539178195002107,0.530844727867032,1232,40,72,12,0.11024169921875,0.147039489746094,4.13570634800863,0.583333333333333,0.831560283687943,0.600465539640005,7.96438076893489
11,"COMA_S2S3S4",30,10.5320173643471,0.481121745234566,0.66229923938566,0.417794298751031,0.457206653699977,1236,27,61,5,0.106135615596064,0.161208267211914,6.16118648161311,0.633333333333333,0.873563218390805,0.641393957041022,7.52569983800252
11,"COMA_S2S3S4",31,10.8534110423403,0.64840505989911,0.636083052735273,0.588357833387033,0.573848264107982,1227,29,66,8,0.119544719827586,0.146441116333008,3.05482823615468,0.59375,0.842424242424242,0.652612134792492,7.65450368324916
11,"COMA_S2S3S4",32,11.3061871054661,0.576024083110112,0.614154100649894,0.570920712515907,0.576783008129602,1227,22,62,7,0.141589078036222,0.150923919677735,1.08745606593135,0.615384615384615,0.865203761755486,0.657042842401429,7.6503887852033
11,"COMA_S2S3S4",33,11.7460749837625,0.391884186529797,0.601354566186499,0.411443467224313,0.430744395530157,1226,22,52,4,0.163798245516692,0.177720756530762,1.66497031839802,0.727272727272727,0.935064935064935,0.830194228647496,7.01426813205083
11,"COMA_S2S3S4",34,11.962380729337,0.34716849124089,0.570512294198015,0.461615353505503,0.47617542633315,1225,32,65,9,0.170481443405152,0.169273815155029,-0.145581824604319,0.558823529411765,0.81216457960644,0.492932702857412,6.95939594904582
11,"COMA_S2S3S4",35,12.2046462008661,0.362589539450245,0.584199846408113,0.521842820604323,0.513384250678225,1228,27,70,7,0.145405522099249,0.154042263031006,1.01062447220266,0.67741935483871,0.90280777537797,0.585950167034496,7.43172080119451
11,"COMA_S2S3S4",36,12.5990348224511,0.365486744112218,0.577347883437106,0.565401729800605,0.593442812838267,1226,21,57,5,0.149976276216053,0.18894926071167,4.58492903258342,0.565217391304348,0.822134387351779,0.542369082277343,7.88533392747243
11,"COMA_S2S3S4",37,13.4322223537296,0.41123323507335,0.521204877206224,0.55739919134576,0.563980848549599,1225,26,59,8,0.15234477703388,0.166832442283631,1.70914598969325,0.6875,0.908350305498982,0.517682498470203,7.61964896917343
11,"COMA_S2S3S4",38,13.3636154319333,0.361260742047871,0.539923842573268,0.502051172479632,0.50914278627005,1227,40,84,11,0.159543657302857,0.166849312782288,0.869248657935739,0.627450980392157,0.865882352941176,0.602232129789797,7.38849919637044
11,"COMA_S2S3S4",39,13.741282392703,0.339038994694412,0.517392459425998,0.548323597291265,0.53858799190054,1230,23,52,13,0.192334216573965,0.186242761611939,-0.754204905918705,0.444444444444444,0.700854700854701,0.485732752721303,8.08090462287267
11,"COMA_S2S3S4",40,14.3319561429914,0.301469246874492,0.478932942722336,0.619079974689412,0.671858466226648,1228,41,81,13,0.15585926102429,0.189967101812363,4.04053959408002,0.488888888888889,0.744444444444444,0.437180097118548,7.87166088819504
11,"COMA_S2S3S4",41,14.4943682515263,0.349110690932833,0.484699991708712,0.521087531566441,0.54329600597275,1240,39,81,13,0.162622879713011,0.174044091701508,1.36392692274455,0.583333333333333,0.831560283687943,0.564586481265149,7.63814843098323
11,"COMA_S2S3S4",42,14.7814306244467,0.338305018300361,0.457634513715114,0.47411572328795,0.479705194702933,1234,36,85,7,0.189168996281095,0.207665786743164,2.28121401096327,0.695652173913043,0.91207729468599,0.713820017251209,8.22017726103465
11,"COMA_S2S3S4",43,15.0716060086708,0.383982361652955,0.433965776454238,0.570746609359326,0.576602631029152,1231,40,65,11,0.211158931255341,0.195985016822815,-1.92357054338883,0.62,0.860408163265306,0.648430532701585,7.48274494409561
